username,created_at,full_text
AsteraceaeCS,Thu Apr 03 17:00:39 +0000 2025,Harus #KaburAjaDulu
alpmist,Thu Apr 03 16:54:53 +0000 2025,@sythlus pengennya sih #KaburAjaDulu selamanya 
taejinbizh,Thu Apr 03 16:44:03 +0000 2025,@FluoroZinc Kak fzn punten mau nanya ini sholat jumat atau jumat agung? Temenku ada yg dari mkssr jg siapa tau berminat lg sama2 ngusahain #KaburAjaDulu
rio_son_of_odin,Thu Apr 03 16:40:38 +0000 2025,Gak nyari pacar tapi cari teman aja karena circle pertemanan gw udah menipis banget. Siapa tau nemu yang sehobi/sevisi. Fact about gw: - Budak korporat senin-jumat di Kuningan Jaksel - lagi nyambi S2 jurusan Business Analytics - plan S3 di luar buat #KaburAjaDulu
greendinsky,Thu Apr 03 16:36:01 +0000 2025,ternyata orang kampung sini udh menerapkan #KaburAjaDulu lebih dulu :(
jurnaliyay,Thu Apr 03 16:35:31 +0000 2025,@sadarrdirii berani malah pengen langsung pindah keluar negeri. #KaburAjaDulu hehe
FluoroZinc,Thu Apr 03 16:31:53 +0000 2025,Izin join yaaa hehe M26 (soon) From makassar Dom bandung-nangor Nonsmoker &amp; Nonalcoholic Non 02 voters Belum pernah velocity S1 dan S2 Kimia di univ top 3 Sedang mencoba #kaburajadulu Lagi freelance ngajar2 sambil nyari kerjaan proper Game a lot Games : MLBB Genshin dkk.
ipoksamidub,Thu Apr 03 16:27:31 +0000 2025,#KaburAjaDulu ke amerika
goojokun,Thu Apr 03 16:20:41 +0000 2025,Siap ngentot heboh sama canva malam ini (menggempur closed agency) #kaburajadulu dari sekerispsi https://t.co/anjRy4CFSr
AsteraceaeCS,Thu Apr 03 16:16:47 +0000 2025,Coba aja klo amal main twiter pasti ikut tren ini tp versi kmteti udh #KaburAjaDulu ke Jpn‍↕️
exxbeater,Thu Apr 03 16:06:13 +0000 2025,btw smgt pejuang utbk gua gjd kejar itb lagi mending sekalian luar dah kata gua #KaburAjaDulu
sisigelapk5086,Thu Apr 03 15:58:55 +0000 2025,@fleurl0ve Lagi #KaburAjaDulu ?
jondhez,Thu Apr 03 15:53:30 +0000 2025,kalo bisa #KaburAjaDulu artinya Tuhan menyelamatkanmu kalo masih di sini artinya kamu kebagian tugas menyelamatkan negara 
lmegandn,Thu Apr 03 15:43:47 +0000 2025,@Ardhansawi Apakah S2nya termasuk misi #KaburAjaDulu?
kyupopopie,Thu Apr 03 15:43:22 +0000 2025,@ccepani lalu cari cara KaburAjaDulu
angkuth,Thu Apr 03 15:26:32 +0000 2025,Nggak pernah expect bakalan didoain bisa ikut #KaburAjaDulu dihari ultah gini. Mood banget ya ampun.
angkuth,Thu Apr 03 15:25:00 +0000 2025,@carlosimut Terimakasih yaa sayangku! Dari ucapan yang aku dapet hari ini kamu yang paling kocak tapi lucu . Semoga kamu juga bisa ikut #KaburAjaDulu yaa biar kita kabur sama-sama. Btw rekomendasiin negara yang ok banget itu.
thatsoyjw,Thu Apr 03 15:06:02 +0000 2025,Letssgaurr!!!️🇰🇷 Waktunya ketemu pacar pacarku meskipun mreka nnti dah pergi juga #KaburAjaDulu https://t.co/1J1ihGWWfU
GusbacheV,Thu Apr 03 14:53:49 +0000 2025,@KangManto123 @gibran_tweet #KaburAjaDulu versi pemerintah .
agunghanderson,Thu Apr 03 14:50:04 +0000 2025,kata gua mah hashtag #KaburAjaDulu kalo ada kesempatan di gas aja dah. Seluruh dunia sedang tidak baik baik saja. Stay strong kawan!
minggudesu,Thu Apr 03 14:47:21 +0000 2025,@aliralira info loker korea nya please ingin segera #KaburAjaDulu
himm_00,Thu Apr 03 14:41:25 +0000 2025,@Shima_ru Moga kaburajadulu nya dilancarkan~
alefiei,Thu Apr 03 14:39:23 +0000 2025,aku mau jual diri (in a good way) f22 non 02 voter ipk jauh lebih tinggi dari gibran 162/5x lucu (kata orang2) kaya orang nyabu soalnya ga pernah kehabisan energi (kata kian dan sania) fluent in yappanese and also currently trying my hardest to be able to #KaburAjaDulu
earlgreylix,Thu Apr 03 14:36:17 +0000 2025,@worksfess kalo mau di zona aman ya PNS kalo mau kabur dengan gaji gede dan bukan zona nyaman ya pramugari. gak ikut #KaburAjaDulu kak? 
aidontcaree_,Thu Apr 03 14:23:50 +0000 2025,Mau S2 luar negeri sekalian #KaburAjaDulu
abe81573,Thu Apr 03 14:15:55 +0000 2025,@txtdrimedia Jadi mending #KaburAjaDulu
nemmezu,Thu Apr 03 14:13:04 +0000 2025,@aku_g_kaget_lae @_ranituran Generasi pertama #KaburAjaDulu Konoha berarti Orochimaru ga sih?
RezaNoviar2,Thu Apr 03 14:08:03 +0000 2025, Lowongan kerja via adm kebutuhan urgent wtf? kebutuhan urgent perusahaan dimanfaatkan orang² bajingan kaya gini? kalau emang seurgent itu terus ngapain harus bayar? ga heran kalau beberapa tahun mendatang banyak yang mulai #kaburajadulu karena banyak sampah kaya gini.
enjienjoy,Thu Apr 03 14:06:03 +0000 2025,Yg posisinya ada di jepang dan ex kaigo / caregiver urgent butuh utk penempatan di hokkaido kaigo laki-laki bisa hubungi di no kontak yg tertera di flyer #tokuteiginou #kerjadijepang #KaburAjaDulu #lokerdijepang #specifiedskilledworker https://t.co/QSSP8a8Loh
tmdch,Thu Apr 03 14:01:44 +0000 2025,Lebaran tahun ini antara sedih dan seneng semua mix jadi satu Pertama yaa gw berhasil #KaburAjaDulu tapi di sisi lain harus ninggalin Emran yg baru umurnya berapa bulan 
hlanako,Thu Apr 03 11:26:37 +0000 2025,World tour kok Western doang itu kaburajadulu apa world tour
dawnrecks,Thu Apr 03 11:23:15 +0000 2025,@wilkove #.kaburajadulu
arudeluu,Thu Apr 03 11:16:03 +0000 2025,simulasi #KaburAjaDulu
Kitekitay,Thu Apr 03 11:12:30 +0000 2025,#KaburAjaDulu canda kalo mau kabur beneran dh dari dulu sih https://t.co/d5V7ay4AKP
Noceturn,Thu Apr 03 11:10:26 +0000 2025,@Merindsu Sayangnya nggak bisa ya punya duit banyak tanpa harus kerja. Bisa sih di mimpi. Semangat biar bisa #KaburAjaDulu.
rpopcornn,Thu Apr 03 10:58:41 +0000 2025,Ikutan ahh - m27 - INFJ - hobi nonton film/series (western kdrama dorama dracin anime) - asal Pontianak tapi skrg #KaburAjaDulu - bukan peminum dan perokok - suka travelling - suka masak - and obviously not a 02 voter - 1 lg.. Katolik hehehehee Hmu guys if u interested 
lakunaapr178,Thu Apr 03 10:57:15 +0000 2025,Tema ku dan keluarga di lebaran 2025 ini adalah campaign #KaburAjaDulu dan bantu warga sekitar sadar ttg sistem pemerintahan yg lagi berjalan misalnya program MBG yg mau mulai ama BPJS yang sekarang susah dipakai
spicybriny,Thu Apr 03 10:54:37 +0000 2025,@omelettecheezy Mantap nesa #kaburajadulu jalur ordal..siap dibawa wkwk
LubisSyahfin,Thu Apr 03 10:51:53 +0000 2025,@tanyakanrl Kumpuli duit banyak2 Liburannya keluar negeri aja #KaburAjaDulu ini emang solusi terbaik Menghadapi perda2 yg menguntungkan premanisme dari pada rakyat nya
hisquintessence,Thu Apr 03 10:50:45 +0000 2025,Yang di AS udah mulai pergerakan #KaburAjaDulu
Dante_Parker_,Thu Apr 03 10:50:31 +0000 2025,@worksfess #kaburajadulu jadi pns di Indonesia = penjara seumur hidup.
kriketindonesia,Thu Apr 03 10:48:14 +0000 2025,@womensfootie_id Ga ada cara selain #kaburajadulu. Semoga sukses.
syipoh,Thu Apr 03 10:45:34 +0000 2025,boro boro kepikiran zina sama kumpul kebo kepikiran cuma gimana dapet kerjaan dan kalo bisa #kaburajadulu ini kepala
catsandkatzen,Thu Apr 03 10:39:29 +0000 2025,udah ambil yang maskapai LN aja #KaburAjaDulu
valsseu,Thu Apr 03 10:37:55 +0000 2025,@worksfess pramugari lah sekalian #kaburajadulu
Installin_win,Thu Apr 03 10:25:47 +0000 2025,@thoriqatuna Ikuti dalil Nabi Musa tidak diperintahkan datang membawa bani israel untuk mendemo Firaun tapi datang dgn Nabi Harun untuk mendakwahkan dgn cara yang paling baik ini adalah contoh terbaik jika mau mengikuti cara para Nabi ya seperti itu jika tidak kuat mending #KaburAjaDulu
RiskiAm98762472,Thu Apr 03 10:23:06 +0000 2025,@worksfess #KaburAjaDulu nder konoha sedang tdk baik baik saja sekalipun utk PNS. Saran aku sih
derowrr,Thu Apr 03 10:11:13 +0000 2025,@munvess pengen ikut trend #KaburAjaDulu
boyvulations,Thu Apr 03 10:04:52 +0000 2025,@resqcue waduh gimana ya say aku ke sini karena suami paksu memang orang sini jadinya dapet greencard buat stay aku doain buat kamu ya say buat dapet laki dari sini ️ biar kamu bisa #KaburAjaDulu
INDONESIAPERKS4,Thu Apr 03 10:04:24 +0000 2025,#KaburAjaDulu Telah Dibuka Lebar Baru Tamat Sekolah 1 Tahu Persiapan Kerja ke Luar Negeri. Negara Hanya Ingin Menerima Devisanya aja dari TKI TMI TKW Inilah Bukti Negara Tidak Mampu Menciptakan Lapangan Pekerjaan Bagi Penerus Generasi Bangsa Dimana Nasionalisme Negara https://t.co/FJ2rlJTXTs
veyyyin,Thu Apr 03 09:59:28 +0000 2025,YaAllah semoga kita semua bisa #kaburajadulu 
boyvulations,Thu Apr 03 09:55:18 +0000 2025,Sudah ke Swiss ini gimana kabarnya teman-teman Indonesia? #KaburAjaDulu https://t.co/FtfvMZthkW
Franky_Kessek,Thu Apr 03 09:51:35 +0000 2025,G2G untuk diaspora perlu lompatan sih bayangkan gerakan #KaburAjaDulu dapat comment negative dari seorang menteri investasi ini menandakan government kita ngga terbuka dan kurang peduli dengan diaspora penduduk 280 juta tapi diaspora kita di Aussie masih kalah jauh dg SEA
lastman365214,Thu Apr 03 09:48:33 +0000 2025,@worksfess Wakanda ini nyaris bangkrut. Nanti rupiah ambrol belum lg risiko efisiensi pengurangan pegawai dll. Apapun kerja dgn mata uang asing nanti hasilnya lbh baik. Kerja di maskapai nabung. Lalu loncat kerja di LN jg yg bisa lbh baik lg. Ga usah mikirin wakanda. #KaburAjaDulu
ardliann,Thu Apr 03 09:45:55 +0000 2025,Believe me after 30s years only living in my home country it s so damn hard to move in another country. Kayak korban gaslighting kelamaan wkwkwkwk Jadi kalo mau kaburajadulu mending selagi masih muda deh wkwkwkw 
1amtearsss,Thu Apr 03 09:37:03 +0000 2025,@99shadesofred Bukan wni jalur #KaburAjaDulu atau jalur mana masnya???
AlexanderOscar5,Thu Apr 03 09:22:09 +0000 2025,@ocukam Itu Hipotesis zaman dulu Sekarang Berhutang yang Banyak DiKorupsi berjamaah Kumpulin sebanyak-banyaknya Minimal untuk 10 turunan 5 tanjakan Lalu #KaburAjaDulu #BatalkanRUUTNI #SupremasiSipil 🇮🇩🇮🇩 https://t.co/q9WiYO0WEv
ClownChilla,Thu Apr 03 09:16:47 +0000 2025,Lagu #KaburAjaDulu Ke dunia digital https://t.co/dk6idloWZW
V3g3L,Thu Apr 03 09:12:56 +0000 2025,@NyaiiBubu Wih mantap kali masuk tu tagar #KaburAjaDulu
akubukanako,Thu Apr 03 09:04:31 +0000 2025,@ObiWan_Catnobi lalu yg diluar negeri aktfi nyebar kampanye bodoh kaburajadulu pdhal ga berproses merubah indonesia. mereka dikit2 kabur.
gentsemane,Thu Apr 03 09:02:43 +0000 2025,@indragunawanv Kalau gaada fenomena semacam #KaburAjaDulu mah mayoritas orang Indo yang ke luar negeri mah berharap suatu hari balik for good ke Indo. Jadi mikirnya networking sama sesama Indo + ga merangsek masuk job market 
flyyonly,Thu Apr 03 08:57:17 +0000 2025,@tanyarlfes Justru 10. Bagus lah bawa kaburajadulu karena kerja di luar negri akan lebih terjamin jaman skrg org2 tua juga udh pada maklum kok meski gabisa bhs daerah. Indo aja gpp
nisaaaaaw81,Thu Apr 03 08:52:56 +0000 2025,#KaburAjaDulu nya ke tomoro deket rumah soalnya kalo kabur dulu ke negeri orang duitnya ga cukup https://t.co/anTidsR9Yr
jeitedo,Thu Apr 03 08:32:05 +0000 2025,@BBHamsterr idol mereka kan #kaburajadulu
womensfootie_id,Thu Apr 03 08:29:16 +0000 2025,Ini baru definisi #KaburAjaDulu dalam konteks Futfem Indo ️
vintervernale,Thu Apr 03 08:26:57 +0000 2025,#KaburAjaDulu mixxtopia pls let me in aku wni
piyapiye5,Thu Apr 03 08:19:55 +0000 2025,@zarryhendrik Narasi gimana sih??? Liat pemudik turun omset umkm turun pembahasan uu kayak sembunyi2 di hotel. Itu bikin lu optimis? Macem apa lu optimis kalo kayak gitu. Udah bener itu orang2 #kaburajadulu
Ag99_LFC,Thu Apr 03 05:36:05 +0000 2025,@Jatosint @French_CSG @FranceJakartaID @MarineNationale @_TNIAL_ Lumayan buat bunuh rakyat yang #KaburAjaDulu
IndonesiaPutera,Thu Apr 03 05:34:58 +0000 2025,@tang__kira #KaburAjaDulu sepertinya sudah menjadi impian banyak orang di negeri ini. Yang udah sukses di luar ajak-ajak dan spill negara mana yang paling-paling ya https://t.co/8y467vjSWS
Adistiy,Thu Apr 03 05:28:41 +0000 2025,+ takut bgt suatu saat ditinggal orang tua + mau #kaburajadulu mesti mikir bgt ga mau yang kejauhan Tinggal di rumah tuh enak bgt.....
astaghiri,Thu Apr 03 05:18:27 +0000 2025,@masihgadisss *manifesting* siapa tau beneran bisa #kaburajadulu
DeusMachina8,Thu Apr 03 05:10:09 +0000 2025,@kompascom YANG KORUPSI SAPA YANG DI TODONG SAPA.. UDAH PALING BENER #KaburAjaDulu
h0nh0ney,Thu Apr 03 04:53:55 +0000 2025,@pfutzri @worksfess Bisa #KaburAjaDulu 
serena_c23,Thu Apr 03 04:49:01 +0000 2025,@worksfess Minta masukan dr org tua saja Nder Harus dibuat matriks yg jelas masukkan faktor kondisi negara &amp; pemerintahan jgn lupa isu kaburajadulu msh trending mgkn smpai ada perbaikan kondisi sosial ekonomi disini. PNS tentu titik aman dan nyaman selama gaji yg diterima dirasa cukup
alma_psy,Thu Apr 03 04:42:49 +0000 2025,Brain Drain vs. Brain Gain: Fenomena #KaburAjaDulu Talenta Indonesia https://t.co/Cx7cQo7EgV
makmuijo,Thu Apr 03 04:37:59 +0000 2025,@_mizuhashi @fikrishb01 @PlaymenID Tapi kalo bisa N2 bisa #KaburAjaDulu bang.
grumpyygirl,Thu Apr 03 04:00:34 +0000 2025,@worksfess kl km anak satu2nya ga ada yg bs jaga ortu lg ambil pns kl engga ya mending #kaburajadulu
__vindemiatrix,Thu Apr 03 03:52:24 +0000 2025,kapan bs #KaburAjaDulu ya 
aQeew,Thu Apr 03 03:49:54 +0000 2025,@fikrishb01 @PlaymenID Mending bimbel ke LPK sekalian investasi just in case mau #kaburajadulu lol
ferymhndra9,Thu Apr 03 03:40:47 +0000 2025,@akunngeluhaing #kaburajadulu ke luar negeri terus ngegay gausah balik Indo block semua contact keluarga lo. You deserve so much better life di luar negeri
easywinapril,Thu Apr 03 03:14:19 +0000 2025,Mau ikut #KaburAjaDulu tapi ga punya duit
maylehani,Thu Apr 03 03:01:39 +0000 2025,Congratulations Semoga banyak warga WNI yang bisa #Kaburajadulu juga 
jhon_as1,Thu Apr 03 02:52:11 +0000 2025,Hastag: kaburajadulu redup Ngeri ya takut di bawa ke kamboja...
Nebuchanedzar_I,Thu Apr 03 01:56:06 +0000 2025,@zassfarsabilah Klo ada kesempatan rejeki kesehatan mending #KaburAjaDulu
masaditz,Thu Apr 03 01:54:47 +0000 2025,gud kuesyen (itung² persiapan #KaburAjaDulu)
pejuangsembuh,Thu Apr 03 01:14:15 +0000 2025,@fikrishb01 @PlaymenID Ambil bimbel sih buat persiapan #KaburAjaDulu
Per98943129Rudi,Thu Apr 03 01:05:51 +0000 2025,@KangManto123 @gibran_tweet Berarti Pemerintah mendukung program #KaburAjaDulu dong kemarin dibilang gak nasionalis. Jangan jangan ngusir karena sudah tidak sanggup menafkahi Rakyat nya. 🇮🇩
txtfromcanggu,Thu Apr 03 01:02:39 +0000 2025,Oh tentu saja gue punya beberapa teman dan saudara yang jadi diaspora bahkan sebelum kaburajadulu jadi hype. Tapi mereka nggak koar-koar di medsos mereka nggak mengajak yang lain untuk membenci negara ini. Mereka pindah karena ya itu jalan mereka.
navyruna,Thu Apr 03 01:01:31 +0000 2025,@strootsys Hai @grok kalau kamu WNI melihat situasi sekarang di Indonesia apa kamu mau ikut #KaburAjaDulu ?
mirfan_16,Thu Apr 03 00:59:32 +0000 2025,KaburAjaDulu
saptocondro,Thu Apr 03 00:58:51 +0000 2025,https://t.co/OYy09LtLav #KaburAjaDulu Kenapa Orang Pintar di Indonesia Kabur ke Singapura? https://t.co/PkY1Umb4rH
MyOwnBlessings,Thu Apr 03 00:51:17 +0000 2025,@INDONESIAinLOVE @NenkMonica Seriously?? Bersatu mensejahterakan kelompok sendiri?? #KaburAjaDulu
Polusi_udara78,Thu Apr 03 00:37:47 +0000 2025,#Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap🇮🇩 #AirPollution @infoBMKG @dinaslhdki @DKIJakarta @LBH_Jakarta @pramonoanung Polusi udara yang terjadi pada pagi hari ini benar2 sgt buruk bau sampah plastik yang terbakar benar2 sangat jelas/kental https://t.co/ifDYngEjfm
riefb79,Thu Apr 03 00:16:19 +0000 2025,@grok @AbisamiAbay @kumarrds23 @strootsys Ya ampun @grok #KaburAjaDulu
aguto_kun,Wed Apr 02 23:58:18 +0000 2025,@PlaymenID Pentingnya belajar bahasa Jepang bukan cuma buat #KaburAjaDulu tapi buat beli produk Nintendo lebih murah 
zaeeii_,Wed Apr 02 23:43:59 +0000 2025,#KaburAjaDulu Jepang 🇯🇵 Ujian JFT &amp; SSW 4 April 2025 JFT - Basic https://t.co/y3T4JOhBQM Pengambilan Slot 4 April 2025 08.00 WIB Pelaksanaan Ujian 11 April 2025 - 22 Mei 2025 https://t.co/jtZNNY5n5V
Saefullloh,Wed Apr 02 23:43:15 +0000 2025,Ni temen gue satu lagi orang JKT numpang lahiran di Mexico 1 tahun langsung dapet PR : ) Ini lama-lama tips and tricks #KaburAjaDulu jalur rahim sih : )) Btw kedua temen gue yang ini sama yang brazil kami dulu kerja bareng di Malaysia hahahaha https://t.co/YsOB9XOyaa
hqlidpp,Wed Apr 02 23:14:17 +0000 2025,@worksfess Pake nanya ‍️‍️ ya jelas #KaburAjaDulu laahh (opsi 2) Negara ini udah segitu fucked upnya sampe profesi yg udah kita anggap aman nyaman selama bertahun² kayak cpns juga bisa dikerjain &amp; dibuat suram sama pemerintah 
cheerxtoyouxth,Wed Apr 02 23:03:20 +0000 2025,Kalo lu pamer thr jutaan mah gpp tp klo lu pamer berhasil #kaburajadulu rada kena di gw
beeyoubeemebebe,Wed Apr 02 22:53:40 +0000 2025,100 untuk point ini. Aku casual listener group ini. Cukup sedih melihat fans SEA. Meanwhile aku sering nonton mereka di 2023-24 krn yaah ain't live in SEA #kaburajadulu Protes yg banyak wajar kita punya hak sbg fans ‍️ semisal ga mau dukung lagi/ hiatus/ out juga ga salah ‍️
cherrytasteu,Wed Apr 02 15:15:24 +0000 2025,Ayo mas sugianto ini saatnya #KaburAjaDulu 3 tahun lagi bisa dapet permanent residency
gaonngerock,Wed Apr 02 15:14:05 +0000 2025,egk pp author gemoi aku nanti #kaburajadulu xixixixixi
lvlyfsh_,Wed Apr 02 15:12:40 +0000 2025,demi apasi gw gak pernah semuak ini sama j-netz beneran negara maju gak menjamin SDM-nya pinter2. ngeri bgt guys yang mau #.kaburajadulu jangan ke jepang cuy isinya orang2 tolol enabling sexual harassment saying that it's just a joke padahal korbannya udah sampe nangis2.
dodolandewe,Wed Apr 02 14:57:46 +0000 2025,@kompascom Kesempatan aplikator ojol memindahkan dana investasinya ke negara lain #KaburAjaDulu
usermeong,Wed Apr 02 14:55:36 +0000 2025,@chievernya iyes dannifer udh menerapkan #KaburAjaDulu
controversweet,Wed Apr 02 14:47:36 +0000 2025,Kalian ngata-ngatain orang prindapan this prindapan that yet mereka successfully KaburAjaDulu ke negara-negara impian lu lu pada.
ikongkow,Wed Apr 02 14:29:59 +0000 2025,Topik lebaran hari ketiga (online); nasionalisme yg mau kaburajadulu dan koruptor yg ngga malu disebut koruptor mending sebut maling aja sih
hi_bayuwiee,Wed Apr 02 14:25:14 +0000 2025,3 hari ngeyakinin ortu biar dapat support buat #KaburAjaDulu
worditbc,Wed Apr 02 14:19:49 +0000 2025,#kaburajadulu versi reader itu ke buku ga sih? Kita sih kabur ke dunia fantasy deh. Tapi tidak ke Panem juga itu mah sama aja dengan Indonesia saat ini. #koksedihya
iheartjjae,Wed Apr 02 14:18:47 +0000 2025,@auroraharuru kakkk jangan sampe close yaa:( and congrats udh bisa #KaburAjaDulu
seijisuzuki6,Wed Apr 02 14:16:17 +0000 2025,Nanti Malah Sahkan Juga RUU Anti Penyiaran RUU Dwifungsi ABRI RUU Amandemen Referendum Kemerdekaan Pulau Mulyono &amp; Pembubaran Indonesia. Rakyat Bakal Diusir Aparat dari Tanah Air Ini. #KaburAjaDulu
zassfarsabilah,Wed Apr 02 13:37:55 +0000 2025,Makin lama makin percaya klo #KaburAjaDulu lebih logis drpd bertahan disini. Fuck nationalism negara ini udah busuk dari akar²nya
y_dnafir,Wed Apr 02 10:45:56 +0000 2025,mari bantu Chelsea menjadi juara EPL #KTBFFH #KaburAjaDulu https://t.co/0KjnQdgFNv
syadotsu,Wed Apr 02 10:31:06 +0000 2025,mau #/KaburAjaDulu tapi di luar negeri kyknya susah nyari bawang goreng bimbang sedikit
prtprm,Wed Apr 02 10:28:25 +0000 2025,Day+3 lebaran sudah di gawe masuk pagi jam 6 busyet cpe bgt tp gpp biar bisa #KaburAjaDulu
itsbloomdays,Wed Apr 02 10:10:11 +0000 2025,siang ini obrolan keluarga perihal pekerjaan sampailah di diskusi kerja luar negeri trus nenek gw nyuruh #KaburAjaDulu pergi aja kamu mending cari kerja di luar negeri kekmana ini wkwk negara dah gak baik2 aja orang tua sampe mikir cucunya kudu pergi dari sini 
MirAva_Parker,Wed Apr 02 09:58:40 +0000 2025,@DRACOOKKIES Ternyata tren #KaburAjaDulu jg sampe ke Wizarding World yak 
polisiolahraga,Wed Apr 02 09:56:06 +0000 2025,Berbanding terbalik dengan yg dikatakan diaspora medioker kesepian kaburajadulu
junlearnscrypto,Wed Apr 02 09:50:21 +0000 2025,@herwanto_okky @Widyarenee Kaburajadulu 
cmdr_hellstorm,Wed Apr 02 09:19:24 +0000 2025,Temen sekolah sih nggak yah Mr./Mrs. Average lah atau dibawah itu. Yg bener2 brightest mind kalo gak #kaburajadulu ya berkarir di swasta atau/dan bikin bisnis sendiri.
bbearsun_,Wed Apr 02 09:12:38 +0000 2025,Tahun ini bener harus neken pengeluaran :( modal buat kaburajadulu gede banget yuk bisa yuk geeee! 
_nekosaurus,Wed Apr 02 09:09:38 +0000 2025,@RaraaF6 @00maiZea00 @estehHIMBO @Niiisan617 @lasd03 @SNAFU_11 @meikakuko @kachuuya @Eilaniaa_ @Park_Raheel @Beebaehoney_ @reallynesaurus @witarngshx_ @alibasnur @hyleddeoghania @nezzaia_ @aoreazudan @twinkleblush ...‍ Baik sekarang angkut aku ke isekai #KaburAjaDulu
xcafold,Wed Apr 02 08:59:38 +0000 2025,sy tarik ucapan sy (siapa tw someday butuh info whv #KaburAjaDulu)
RAFGundam,Wed Apr 02 08:58:31 +0000 2025,@bibitmecin Padahal buktinya udah banyak di lapangan. Mulai dari masalah gas melon pertamina ruu tni ganti tagar kaburajadulu yang kurang kerjaan korupsi minyakita banyaklah.
sweetybuff,Wed Apr 02 08:55:25 +0000 2025,wahh rezeki utk org baik. ambil masss gaskeun #KaburAjaDulu
chickenlearning,Wed Apr 02 08:34:33 +0000 2025,Jujur bimbang tahun depan mau ngapain . Pilihan banyak tapi jujur bingung emang bagusnya kaburajadulu cuma opportunity apa yang akan diambil dan ke negara mana 
macroandmicros,Wed Apr 02 08:27:38 +0000 2025,Jadi makin semangat buat #KaburAjaDulu
Bibicayynaaa,Wed Apr 02 08:19:40 +0000 2025,Lolos dari pertanyaan kapan nikah malah disuruh #KaburAjaDulu sama om sendiri 
anangshikamaru1,Wed Apr 02 08:01:16 +0000 2025,@asumsico Gimana mo dukung orang2nya kek elu semua #IndonesiaGelap #KaburAjaDulu
Drip70888648,Wed Apr 02 07:50:37 +0000 2025,berencana #KaburAjaDulu
anangshikamaru1,Wed Apr 02 07:47:23 +0000 2025,@derarang @AkuntanMilenial @suryopajak @prabowo @KemenkeuRI Tujuannya memang itu..susah..semua sdh 1 komplotan..rakyat jd penonton saja dan object penderita..sisa tunggu bansos sj biar masih bs hidup di negri ini #IndonesiaGelap #KaburAjaDulu
bonnietriyana,Wed Apr 02 07:42:55 +0000 2025,@berlianidris Pada suatu masa jauh sebelum hashtag #KaburAjaDulu bergema seribuan pemuda-pemudi anak negeri cerdas-bertalenta bergerak menimba ilmu di mancanegara. Mereka berniat pulang tapi dipaksa 'klayaban' (meminjam istilah Gus Dur) karena peristiwa Gestok 1965. #JanganKaburDulu
panoramaindomie,Wed Apr 02 07:36:04 +0000 2025,@aliralira Semoga mas Sugi sadar hastag #kaburajadulu :')
acekimindaeyo,Wed Apr 02 07:36:04 +0000 2025,Yang planning #kaburajadulu kepikiran gak kalo meninggal itu gimana jenazahnya?? Dikubur di negara asal apa dikubur di negara rantau. Overthinking dari semalem karna ini 
daffadirgat,Wed Apr 02 07:32:21 +0000 2025,#KaburAjaDulu versi kerumah kakak yang lagi liburan karna dirumah banyak tamu https://t.co/5S31QhNZXL
kinderrry,Wed Apr 02 07:15:19 +0000 2025,vote for bianura untuk mendukung #KaburAjaDulu
NaParningotan,Wed Apr 02 06:56:41 +0000 2025,@RyaWiedy I Konoha ijazah lebih mahal dari pada skill dan profesionalisme makanya #KaburAjaDulu
chrono_joe,Wed Apr 02 06:46:42 +0000 2025,@Livyatann @wibowo_choir @Pomadepompom @radixhidayat Palingan pendukung abah &amp; banteng. Yang terus menutup diri dari berita positif kan mereka dari 100 berita baik dan 10 buruk fokusnya yang 10 Makanya pemerintah kasih propaganda #kaburajadulu biar orang² kek mereka ini keluar minimalnya ganti warga negara biar ngurangin beban.
guwmuy,Wed Apr 02 06:43:47 +0000 2025,@sifrosyne mari kita realisasikan #kaburajadulu bersama ya cayang 
rendoezvous,Wed Apr 02 06:40:32 +0000 2025, fadya nanti ikut kakanya ke amerika ya ya Allah aamiin YRA #KaburAjaDulu
lab45_,Wed Apr 02 06:31:50 +0000 2025,Publikasi Tilik Data dengan judul Potret #KaburAjaDulu dalam Kacamata Ekonomi . Selengkapnya https://t.co/OXEzD3nkRp https://t.co/csGhJcF5Nm
areusocurious,Wed Apr 02 05:40:29 +0000 2025,harimau pun sepertinya setuju #KaburAjaDulu
xharua,Wed Apr 02 05:35:16 +0000 2025,𝘸𝘳𝘪𝘵𝘦𝘳'𝘴-𝘯𝘰𝘵𝘦. 𑁍ࠬܓᅠsiapa yang mau ikut aku ⌗kaburajadulu? clue: https://t.co/cPs7oDd3s3
Michojo2nd,Wed Apr 02 05:24:34 +0000 2025,Seogah-ogahnya gw sama Pak Prabowo gw masih mending dia yang mimpin dengan segala kecintaan dengan TNInya dibandingkan Gibran. Kalau Gibran sampe mimpin beneran baru gw #KaburAjaDulu. I still have a percentage of hope buat pak Prabowo bisa turun egonya.
himm_00,Wed Apr 02 05:05:47 +0000 2025,@wahnanjun Kita WNI yang senang melihat warga lain kaburajadulu
ditabog,Wed Apr 02 05:03:22 +0000 2025,#KaburAjaDulu jalur kebaikan 
krasivyxx,Wed Apr 02 05:02:59 +0000 2025,@grok menurut lu kenapa mending #KaburAjaDulu dri tinggal di indo?
wintertiwi,Wed Apr 02 04:53:01 +0000 2025,Besok aku akan #kaburajadulu
